0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0.78926081,9.21931065,2.92685291,-1.2842848,0.41289865,-0.6083964,6.44313691,0.22531261,0.96500294,2.55916925,5.33639475,-1.364254,0.37740653,1.42776233,3.74721119,-1.126443,-0.2894085,1.53627305,0.77211706,0.93712013,0.24042156,1.63334452,2.67502679,0.5606231,-0.5457165,1.24875115,0.36963206,-1.9103162,0.41203846,0.83208992,1.3748331,-1.5748721,1.79556688,-1.4585535,2.46970933,0.19195592,-0.9763294,0.54002528,3.65087368,-1.6539787,4.13746526,-0.779719,1.7778142,-1.0507497,-1.5070282,4.20880284,-0.8690842,-0.6020075,-1.0220752,5.68487852,-0.6315708,-1.1415568,-0.6990754,5.37113068,0.05451872,-0.0914531,0.25522019,1.91770425,0.23517688,2.28321372,0.74212085,1.22930964,-0.8346322,-0.3589501,-0.1298864,-0.9590184,0.03980266,-1.0325177,-0.5560895,-0.5908516,-0.6511621,-0.2762234,-0.9950568,0.05122264,-0.0180896,1.09715693,-0.4930155,0.63679215,2.87430797,-0.0696587,-0.3558956,-1.081156,0.05454837,-0.0568802,6.36991308,0.28185704,0.2853621,0.07508837,-1.8748423,-1.0972309,6.79167971,-1.528999,4.68510542,-0.5502669,1.64712044,-1.1090847,2.23083505,4.39648498,0.24939021,-0.0494332
0.28246143,6.08494551,4.21958591,-0.5626616,1.09584755,-0.6329252,4.80530962,-0.2899461,0.23853068,2.67981903,5.36103033,-0.6261428,0.51637407,1.19055157,3.83026519,-0.7496159,-0.2541259,0.78333764,0.39336101,1.93614289,0.04477071,0.4621711,0.92173344,-0.3840482,-0.5154571,0.55643389,1.14726521,-0.5985717,0.60185821,1.01400169,1.7610266,-0.5605623,1.32835734,-0.9074029,2.03603104,0.03209558,-0.2993335,0.70302032,4.04114964,-1.0411696,2.88468761,-0.4082707,1.12201872,-0.2421671,0.00986511,3.80270771,-0.8742105,-0.3720812,-0.8106287,3.4047651,-0.5282634,0.75259771,-0.2399273,4.27901299,0.68545968,-0.1956516,-0.1095726,2.11474226,-0.6183256,0.43785141,0.89895762,2.31691867,-0.7096275,-0.0574914,0.53218853,-0.8669202,-0.264257,0.43175277,-0.3070647,0.33190695,-0.1993746,0.3716653,-0.1470562,0.08321043,-0.2656052,2.97757087,0.64305217,1.52990562,3.40746569,0.05277992,-0.0127741,-0.4534493,0.07437959,0.52501021,5.65379467,1.55997463,1.12247774,1.10661512,-0.6066401,-0.5537704,7.17201422,-0.3922881,6.35658491,-0.4351505,2.45842545,0.14189466,2.70225416,5.54776096,0.93542037,0.33172132
-0.1274236,5.51050239,3.21927882,-0.6716706,2.97519941,-0.2778187,5.2257452,1.31022138,1.69098681,1.65897039,4.01945722,-0.8933398,0.88185115,1.15047125,2.08733477,-0.4530587,-0.3072329,2.46029513,0.16152064,2.44436934,-0.1443742,1.5392523,0.76408596,-0.1497115,-0.1788458,1.42362734,0.72103596,-0.7522398,-0.3082865,0.78938433,1.19532142,-0.4188185,1.3086198,-0.6986279,1.49706152,-0.264493,-0.2734962,0.4760992,2.47551139,-0.9039408,2.44648227,-0.5195654,1.47591776,-0.2888669,0.58081148,3.29706904,-0.6511249,-0.5167322,-0.6080058,2.25184012,-0.5898725,0.62265163,-0.4609592,2.54396502,0.2226947,1.49282716,-0.3001979,1.34783763,0.01000591,0.9806606,0.45753221,0.62610397,-0.6285582,-0.2320927,-0.0829413,-0.6104113,-0.2942227,0.40876432,-0.6581348,-0.1102096,-0.6092325,-0.2051964,-0.3285297,-0.1934206,-0.2666245,1.86743079,-0.130011,1.74864109,3.32270782,-0.5473701,0.14468609,-0.663312,-0.1055144,1.8647342,5.21383455,0.80293207,0.21010594,0.85850764,-0.7461345,-1.0404364,6.26734937,-0.7233425,3.68854061,-0.4794404,3.50396509,0.44849679,1.91416087,3.87671048,0.17139139,-0.7393189
-0.2224007,1.64772252,-0.352155,-0.6906584,-0.3774645,0.00222144,-0.0276211,-0.1757111,0.0381339,-1.0179711,-0.5426733,-0.4186114,-0.2835883,0.40160331,-0.8108095,-0.2571208,-0.4412384,-0.1372367,-0.6873423,-0.529488,-0.4831955,-0.8683118,-0.9046418,-0.3940865,-0.1515761,-0.1400377,-0.196052,-0.2590625,-0.6232985,1.08135692,-1.0499192,-0.4110326,-0.8582476,-0.0313254,-0.604868,-0.6298759,-0.2116827,-0.1004339,-0.4382363,-0.2104077,-0.0670763,0.05807926,-0.0258666,-0.0027751,-0.7197151,-0.3908149,-0.3855479,-0.2857492,0.03966212,-0.0897269,-0.2131936,-0.3543885,-0.2306225,-0.3818902,-0.8161652,-0.6082728,-0.3302157,-0.6619349,-0.4254431,1.87429442,-0.4908553,-0.607478,-0.1579802,-0.6458576,-0.5592587,-0.2084463,-0.4802614,-0.5199767,-0.5269433,-0.4353868,0.11666214,-0.2605189,-0.0094236,-0.4324091,-0.3318689,-0.5884657,-0.5764825,-0.4009284,-0.1598467,-0.056195,-0.0793885,-0.2370951,-0.4380706,-0.2719482,-0.1311219,0.51723888,-0.2984594,-0.0899942,-0.6019923,-0.1900124,-0.1603539,-0.7034103,-0.3094931,-0.1891063,-0.4932068,-0.4748652,-0.8752173,-0.4520571,-0.9675076,-0.4532182
-0.3660422,-0.8656935,-1.1187393,-0.1017528,-0.8424776,0.10633998,-1.1934911,-0.0928977,-0.4625366,-0.903094,-1.0546691,-0.3102534,-0.5075763,-0.5052159,-1.0677145,-0.5275771,-0.274529,-0.8200233,-0.6544646,-0.7572485,-0.3306414,-0.4845763,-0.8400754,-0.5444269,-0.000928,-0.5196186,-0.6806322,0.00807523,-0.2834236,-0.2556212,-0.8760114,-0.3331004,-0.6274827,-0.2787635,-0.4357467,-0.3360259,-0.3364116,-0.7813984,-0.6187919,-0.1872625,-1.0142088,-0.3316767,-0.2948511,-0.3621288,-0.4954956,-0.6689206,-0.443334,-0.3849808,-0.1127421,-0.565511,-0.1849693,-0.866807,-0.2476859,-1.0911131,-0.5529613,-0.6377149,-0.4634214,-0.4112898,-0.7140718,-0.4733696,-0.6503845,-1.1182638,-0.1250229,-0.0178352,-0.339547,-0.0072834,-0.2165463,-0.3917,-0.1547907,-0.4837878,-0.131356,-0.5303868,0.05385383,-0.1745415,0.09072821,-0.7910008,-0.6025241,-0.5996903,-0.5459453,-0.4802454,-0.2280826,-0.5613245,-0.1390198,-0.3177885,-0.6951175,-0.9367218,1.01E-05,-0.2731079,-0.3444473,-0.07372,-1.0823726,-0.574896,-0.6107813,-0.1633475,-0.8901576,-0.6490734,-0.9306534,-0.8915629,-0.8588753,-0.3847633
-0.0743846,-1.1340777,-0.8458119,0.18504238,-0.30948,-0.0665824,-0.6566731,-0.3972588,-0.2601875,-0.8213298,-0.9319759,0.07401959,-0.3501002,-0.2134788,-0.5912503,-0.2638666,-0.2723277,-0.4031597,-0.3973182,-0.2508681,-0.2643247,-0.5094612,-0.6785084,-0.240304,-0.0218278,-0.7657256,-0.5004781,0.24864512,-0.3226604,-0.3704842,-0.8654835,-0.2112384,-0.7457904,0.03397556,-0.3356904,-0.1414048,0.12253483,-0.5823551,-0.2986087,-0.1918136,-0.7120461,-0.0753611,-0.2742277,0.05276373,-0.5606745,-0.5430964,-0.0427233,0.01933205,-0.2854111,-0.1373892,-0.1861442,-0.7855025,-0.1985235,-0.5145371,-0.5026342,-0.4016083,-0.2560615,-0.5483589,-0.5632554,-0.0827194,-0.4964227,-0.5433866,0.07896932,0.32239964,0.11809598,0.1792952,-0.1080351,-0.4584504,-0.0766931,-0.3506702,0.17188509,-0.2047882,0.10513364,0.06178303,-0.0212979,-0.3686902,-0.2296203,-0.2993814,-0.6317117,-0.0486176,0.06671541,-0.1455788,-0.0213929,-0.215421,-0.672878,-0.5495035,-0.0637956,-0.3656973,0.03831448,0.16599473,-0.6587346,-0.2572715,-0.3954216,-0.0319231,-0.4803661,-0.5060926,-0.857204,-0.6823788,-0.4901926,-0.2220332
0.42343464,2.67524872,0.53412244,-0.5297022,-0.0500438,0.06139139,0.37649954,-0.0394877,0.0743178,0.16231026,0.07291923,0.1387962,-0.0794743,0.99096342,0.11668212,-0.5422379,0.54717318,0.21200441,0.17737179,-0.1109287,0.15504349,0.28575801,0.61912481,0.2423432,-0.0566394,0.65742505,0.37736266,-0.1372283,0.45589198,0.81900474,0.3198616,-0.0314169,0.27353669,-0.0546872,0.05168747,0.36929749,-0.2047313,1.03083978,-0.1638526,-0.0343721,0.35921642,-0.152309,-0.1414593,-0.1486975,-0.0794881,0.30305049,0.08922539,0.00466981,-0.198288,0.52085619,-0.1612673,0.02997733,-0.2582889,0.28969971,0.31212555,-0.0457206,-0.0573859,0.29482568,0.1134426,1.16035253,0.23406873,0.3981779,-0.0192888,0.0467676,0.17842874,-0.2027276,-0.210445,-0.1933194,-0.1126559,0.15338588,-0.1059506,0.32819899,-0.1283743,-0.1307967,0.29041197,0.26563116,-0.0965955,-0.1561735,0.56554055,0.15888346,-0.0008431,-0.0429872,0.06705263,0.13778813,0.42831406,1.9137008,0.0574038,0.01227231,-0.0050493,-0.0859755,0.37690975,-0.1652416,0.71030673,-0.0862104,0.09225007,-0.0504467,0.40580578,0.2762712,-0.0332611,-0.0522487
-0.0469005,-0.9172829,-0.5855812,-0.1148643,-0.8320621,0.07259332,-0.6675623,-0.6469911,-0.1926344,-0.6869016,-0.8695129,-0.3801175,-0.3824836,-0.3635503,-0.9175497,-0.3342911,-0.6050409,-0.3317061,-0.5880741,-0.8756112,-0.0750548,-0.5600827,-0.6997346,0.02603707,-0.0462057,-0.3836696,-0.7677423,-0.1359367,-0.5337843,-0.4164028,-0.6508017,-0.1951259,-0.7461965,-0.1463022,-0.4662302,-0.2095205,-0.0880087,-0.3243012,-0.8613151,-0.1054468,-0.6256244,-0.2095752,-0.4045133,0.03987469,-0.4827784,-0.7761441,0.00467979,-0.0583787,-0.1868968,-0.2598463,-0.255507,-0.6372076,-0.0318224,-0.3508424,-0.4922734,-0.3702461,-0.1768495,-0.4327768,-0.0354496,-0.2241415,-0.2818803,-0.9541762,0.23656328,0.22210562,-0.183922,0.31376168,-0.3398765,-1.00413,0.00925327,-0.6446667,-0.1372261,-0.5039886,-0.2818537,0.27083389,-0.2080485,-0.3828112,-0.5280478,-0.7220261,-0.1974761,0.21977565,0.0659146,0.23034852,0.088181,-0.669178,-0.4477655,-0.5936064,-0.2070151,-0.0183577,-0.1333588,0.06501479,-0.830537,-0.2630188,-0.8101291,0.21272599,-0.5381675,-0.2827975,-0.9270898,-0.6240221,-0.8605606,-0.3734765
0.18421996,-0.3543858,-0.2341387,0.2303145,-0.4215657,-0.1041484,-0.2010687,0.04076413,0.03052152,-0.4647401,-0.5762368,0.06369151,-0.2826311,-0.1756811,-0.3582823,-0.1550818,-0.0569862,0.09101239,-0.1322269,-0.4838603,0.15856794,0.06553972,-0.370165,-0.0083428,-0.138299,-0.1061098,-0.5499219,-0.1105225,-0.1676594,-0.1886344,-0.5280364,-0.3511903,-0.1880572,-0.1365001,-0.0908926,-0.1778072,-0.0843501,-0.1384535,-0.5055784,0.3406808,-0.2892717,0.15923149,-0.1903107,-0.2474284,-0.1487065,-0.0668162,0.09456292,0.00855767,-0.1987712,-0.2227099,0.68376093,-0.4908874,0.00016556,-0.0796351,0.00924093,-0.1216722,0.17644765,-0.1969495,0.07579359,-0.336465,-0.064866,-0.5661413,0.64394229,0.11492796,0.12199858,0.15584957,-0.0361411,-0.5508207,0.03005824,-0.2348793,0.14022147,-0.2227173,-0.2702316,0.08586468,-0.1477144,-0.2052537,-0.2926901,-0.1116252,-0.2265821,0.00280252,-0.1058013,0.48005409,0.26829674,0.11158125,-0.0720297,-0.3202538,0.03941059,0.13436301,0.14387093,-0.0604477,-0.0553509,-0.3303953,-0.2508635,0.45443867,-0.3817629,-0.1066022,-0.4514633,-0.237351,-0.2313429,-0.0323749
-0.2128533,3.43973608,2.82165679,-0.7157607,2.0213218,0.13458771,3.55976402,-0.0270802,0.95307394,1.99376379,4.90492304,-0.5757674,0.77960892,1.13176601,1.84856443,-0.5036772,-0.3107987,2.21856059,0.48246979,2.90851962,0.29584038,1.23723027,1.69638593,-0.4094936,-0.4419498,1.02944307,1.50866772,-0.3449951,-0.472264,1.35041294,1.98719157,-0.4494831,1.33124813,-0.6401519,1.21036914,-0.3250303,0.52236205,0.69905601,1.78129451,-0.6703241,1.82010722,-0.0762137,1.08395863,0.15834853,0.78945343,2.89511466,-0.2322642,-0.1577833,-0.1436099,1.33177396,-0.3199291,1.40936561,-0.1374238,2.1187792,-0.0657817,1.21656247,-0.2290011,1.18867428,0.29145863,1.10924482,0.66298086,0.94131658,-0.4270818,0.05184285,-0.3367125,-0.2179212,-0.4506832,0.53902861,-0.0014606,0.65141182,-0.3047279,0.49592789,0.14835004,-0.2517182,0.03961638,2.21939553,0.50520431,1.35373177,2.43370361,-0.0242106,0.02716802,-0.2308078,0.05491055,1.09796498,3.74273113,1.41840634,0.12273496,1.06207398,-0.1965309,-0.2494605,4.67112706,0.10172275,3.91945461,-0.268153,4.50928806,0.4335525,2.33416885,3.62919969,0.62030803,-0.3203349
